id,description,userName,rating
1597,Map 1597,gonzaleseddie,1.9
1598,Map 1598,hermankristen,1.0
1599,Map 1599,orozcoandrew,1.3
1600,Map 1600,bvaughn,1.9
1601,Map 1601,leesharon,2.9
1602,Map 1602,russell65,4.3
1603,Map 1603,joseph82,4.0
1604,Map 1604,kevin16,1.8
1605,Map 1605,conradjohn,2.6
1606,Map 1606,duranronald,4.8
1607,Map 1607,ffrazier,3.9
1608,Map 1608,ahouse,3.6
1609,Map 1609,millermichael,2.7
1610,Map 1610,ecole,1.1
1611,Map 1611,umclaughlin,2.7
1612,Map 1612,greerkaren,1.8
1613,Map 1613,atyler,2.5
1614,Map 1614,ericrodriguez,1.0
1615,Map 1615,micheleguzman,2.0
1616,Map 1616,kristenjones,3.3
1617,Map 1617,murrayeric,4.8
1618,Map 1618,anne63,4.3
1619,Map 1619,calvincollins,1.4
1620,Map 1620,deanna87,2.3
1621,Map 1621,davidbullock,1.0
1622,Map 1622,steven55,1.3
1623,Map 1623,ramirezalexis,2.5
1624,Map 1624,danielsharp,2.6
1625,Map 1625,tina45,2.9
1626,Map 1626,christinajohnson,2.5
1627,Map 1627,ghall,1.8
1628,Map 1628,troycole,3.2
1629,Map 1629,adunn,1.6
1630,Map 1630,lopezbeth,3.6
1631,Map 1631,wilsonjulia,3.9
1632,Map 1632,crystalrussell,4.0
1633,Map 1633,angela49,3.9
1634,Map 1634,tina45,1.7
1635,Map 1635,kriggs,2.8
1636,Map 1636,stanleykeith,1.3
1637,Map 1637,evansryan,3.1
1638,Map 1638,anthony22,4.5
1639,Map 1639,mgriffin,2.1
1640,Map 1640,johnny36,1.1
1641,Map 1641,joseph62,4.5
1642,Map 1642,langkevin,4.8
1643,Map 1643,fosterdwayne,2.4
1644,Map 1644,ramoscarl,2.0
1645,Map 1645,johnsonricardo,2.8
1646,Map 1646,charlesrogers,1.8
1647,Map 1647,miguelhutchinson,4.4
1648,Map 1648,kurtdavis,3.0
1649,Map 1649,fhood,4.3
1650,Map 1650,clarkbailey,4.0
1651,Map 1651,ucarter,2.5
1652,Map 1652,mberry,3.2
1653,Map 1653,brendawilliams,2.7
1654,Map 1654,autumnsantiago,2.0
1655,Map 1655,victor49,2.2
1656,Map 1656,karenpatrick,1.7
1657,Map 1657,laura45,4.9
1658,Map 1658,linda84,3.7
1659,Map 1659,fowen,3.8
1660,Map 1660,keithlara,1.7
1661,Map 1661,caldwelljoseph,5.0
1662,Map 1662,stephenjacobs,2.1
1663,Map 1663,karenpatrick,2.6
1664,Map 1664,zacharycarter,1.6
1665,Map 1665,juliewilliams,4.9
1666,Map 1666,petersonhannah,4.5
1667,Map 1667,johnsonchad,1.0
1668,Map 1668,cschwartz,1.3
1669,Map 1669,jacob49,3.6
1670,Map 1670,whitney25,4.1
1671,Map 1671,awatts,2.2
1672,Map 1672,wadechristopher,3.5
1673,Map 1673,leahlong,2.4
1674,Map 1674,heather82,3.1
1675,Map 1675,johnsoncheryl,2.3
1676,Map 1676,mbrown,3.8
1677,Map 1677,zwatson,1.5
1678,Map 1678,burnsshari,3.4
1679,Map 1679,zbuchanan,3.1
1680,Map 1680,kiara58,3.1
1681,Map 1681,flowersmatthew,4.9
1682,Map 1682,stephanie68,3.6
1683,Map 1683,daniellereed,2.0
1684,Map 1684,amber42,2.9
1685,Map 1685,ashlee33,2.3
1686,Map 1686,yweaver,3.8
1687,Map 1687,zcruz,4.3
1688,Map 1688,daniel39,1.8
1689,Map 1689,danielwood,2.0
1690,Map 1690,mbrown,2.2
1691,Map 1691,heather82,4.2
1692,Map 1692,littledonna,1.5
1693,Map 1693,yweaver,1.2
1694,Map 1694,kevin12,2.6
1695,Map 1695,vharrell,3.6
1696,Map 1696,jason35,4.2
1697,Map 1697,samanthaoneal,1.8
1698,Map 1698,michellejames,1.6
1699,Map 1699,paul27,3.3
1700,Map 1700,luissmith,4.8
1701,Map 1701,lauraweiss,3.8
1702,Map 1702,zcruz,2.0
1703,Map 1703,theresa77,4.0
1704,Map 1704,eugene26,4.2
1705,Map 1705,markchavez,4.1
1706,Map 1706,kelsey54,4.8
1707,Map 1707,fgriffin,1.8
1708,Map 1708,tcox,4.0
1709,Map 1709,donald10,2.1
1710,Map 1710,emily19,3.0
1711,Map 1711,teresa49,3.8
1712,Map 1712,jason35,3.2
1713,Map 1713,qmorris,2.9
1714,Map 1714,crossbrent,2.2
1715,Map 1715,anne63,1.1
1716,Map 1716,michaelmyers,3.6
1717,Map 1717,marybraun,4.4
1718,Map 1718,tharris,2.5
1719,Map 1719,qmiller,3.8
1720,Map 1720,shannonanderson,3.2
1721,Map 1721,youngmatthew,3.9
1722,Map 1722,bfoster,4.1
1723,Map 1723,matthew20,4.8
1724,Map 1724,shannonanderson,2.6
1725,Map 1725,melissa82,3.3
1726,Map 1726,wrightjoseph,3.5
1727,Map 1727,klowe,2.6
1728,Map 1728,awatts,1.2
1729,Map 1729,lbarker,4.0
1730,Map 1730,amber42,3.5
1731,Map 1731,parkerhaley,1.6
1732,Map 1732,nicholassloan,1.5
1733,Map 1733,leahlong,1.4
1734,Map 1734,shannonricky,4.8
1735,Map 1735,michaelstevens,3.2
1736,Map 1736,james85,4.5
1737,Map 1737,james02,1.2
1738,Map 1738,heather67,2.8
1739,Map 1739,woodsdanielle,3.1
1740,Map 1740,angela49,2.5
1741,Map 1741,samuel67,3.5
1742,Map 1742,ksteele,3.3
1743,Map 1743,fstark,2.7
1744,Map 1744,adam50,3.2
1745,Map 1745,omooney,1.9
1746,Map 1746,mmoore,2.6
1747,Map 1747,craigelizabeth,3.3
1748,Map 1748,caldwelljoseph,4.5
1749,Map 1749,calvin75,3.2
1750,Map 1750,kevinwilliamson,1.6
1751,Map 1751,salinastodd,2.2
1752,Map 1752,lauraperez,3.4
1753,Map 1753,williamslaura,2.7
1754,Map 1754,christopher66,4.6
1755,Map 1755,josephmartinez,3.3
1756,Map 1756,jessebrown,4.9
1757,Map 1757,ricky57,1.8
1758,Map 1758,daniel96,1.6
1759,Map 1759,hurstleah,1.8
1760,Map 1760,meyersteven,2.8
1761,Map 1761,elizabeth70,2.9
1762,Map 1762,josephsmith,1.3
1763,Map 1763,mgeorge,4.7
1764,Map 1764,jacob49,2.1
1765,Map 1765,deborah86,4.4
1766,Map 1766,znicholson,4.1
1767,Map 1767,jenniferhess,2.9
1768,Map 1768,kelleysean,1.8
1769,Map 1769,devinbrooks,2.6
1770,Map 1770,zsmith,4.9
1771,Map 1771,palmermatthew,2.6
1772,Map 1772,blackburnchad,2.9
1773,Map 1773,leejennifer,4.4
1774,Map 1774,michellebrown,1.4
1775,Map 1775,amolina,4.3
1776,Map 1776,melissa82,4.3
1777,Map 1777,sarahburton,2.6
1778,Map 1778,yubecky,4.2
1779,Map 1779,nguyentravis,3.1
1780,Map 1780,joseph62,4.6
1781,Map 1781,justinconner,3.7
1782,Map 1782,juanrussell,1.4
1783,Map 1783,julie54,5.0
1784,Map 1784,wilsonderrick,3.2
1785,Map 1785,ramoscarl,1.6
1786,Map 1786,ewalker,1.8
1787,Map 1787,marissawatson,4.4
1788,Map 1788,jacob49,4.2
1789,Map 1789,anthonyfrey,4.5
1790,Map 1790,cwaters,3.4
1791,Map 1791,ksimpson,4.6
1792,Map 1792,whitemichael,2.5
1793,Map 1793,davidsonjennifer,1.9
1794,Map 1794,michaelmyers,2.5
1795,Map 1795,angelmartinez,4.3
1796,Map 1796,aclark,4.7
1797,Map 1797,thomaskristina,1.4
1798,Map 1798,ryan18,1.4
1799,Map 1799,uwalters,1.8
1800,Map 1800,atyler,4.6
1801,Map 1801,kellidavis,3.7
1802,Map 1802,danielwood,3.0
1803,Map 1803,andrewalvarado,2.7
1804,Map 1804,morganjennifer,4.0
1805,Map 1805,thomaselizabeth,1.1
1806,Map 1806,stephenjacobs,4.6
1807,Map 1807,aaron62,3.5
1808,Map 1808,tracicunningham,2.6
1809,Map 1809,timothy10,4.1
1810,Map 1810,loriclark,2.0
1811,Map 1811,umclaughlin,1.0
1812,Map 1812,fhood,4.8
1813,Map 1813,ismith,1.7
1814,Map 1814,nicholasball,1.3
1815,Map 1815,scott24,2.6
1816,Map 1816,qmiller,2.9
1817,Map 1817,emilywatson,4.9
1818,Map 1818,linda23,2.4
1819,Map 1819,ffrazier,3.4
1820,Map 1820,williamsdavid,2.2
1821,Map 1821,jason95,2.8
1822,Map 1822,simpsonjoseph,4.4
1823,Map 1823,andrew57,3.1
1824,Map 1824,katelynjones,1.6
1825,Map 1825,aclark,3.4
1826,Map 1826,timothy44,2.5
1827,Map 1827,johnhale,2.7
1828,Map 1828,nicholasball,4.0
1829,Map 1829,rickey16,4.0
1830,Map 1830,kevin16,2.6
1831,Map 1831,bvaughn,3.8
1832,Map 1832,hclark,2.2
1833,Map 1833,durhammelinda,1.7
1834,Map 1834,iwolfe,1.2
1835,Map 1835,elizabethgarcia,3.1
1836,Map 1836,kimberlyfischer,3.8
1837,Map 1837,tsolomon,4.9
1838,Map 1838,dtucker,3.9
1839,Map 1839,brad70,5.0
1840,Map 1840,courtneycastillo,3.3
1841,Map 1841,michellejames,3.4
1842,Map 1842,andreajones,3.2
1843,Map 1843,jacobglenn,2.1
1844,Map 1844,ashleysnyder,3.9
1845,Map 1845,williamsgina,4.6
1846,Map 1846,lisa03,1.0
1847,Map 1847,ynunez,1.0
1848,Map 1848,dennismelissa,3.0
1849,Map 1849,andrewsmith,1.5
1850,Map 1850,yvillanueva,4.4
1851,Map 1851,loriclark,1.7
1852,Map 1852,wadechristopher,1.1
1853,Map 1853,markgonzales,4.5
1854,Map 1854,haynesdavid,1.3
1855,Map 1855,louis89,3.7
1856,Map 1856,kennethbrown,2.3
1857,Map 1857,qpruitt,2.0
1858,Map 1858,cadkins,1.1
1859,Map 1859,michael27,1.7
1860,Map 1860,stephenjacobs,4.8
1861,Map 1861,nobrien,4.3
1862,Map 1862,floydmaria,1.5
1863,Map 1863,leroy59,3.1
1864,Map 1864,jacobglenn,1.7
1865,Map 1865,barkerpaul,2.5
1866,Map 1866,ksimpson,4.1
1867,Map 1867,gary86,3.3
1868,Map 1868,carol57,4.6
1869,Map 1869,gina37,1.5
1870,Map 1870,conradjohn,3.6
1871,Map 1871,odaniels,3.1
1872,Map 1872,marvin09,1.9
1873,Map 1873,cthornton,3.6
1874,Map 1874,veronica23,3.9
1875,Map 1875,rmedina,4.4
1876,Map 1876,egeorge,4.9
1877,Map 1877,pbrooks,2.6
1878,Map 1878,wilsonderrick,2.9
1879,Map 1879,samuel67,2.6
1880,Map 1880,james02,1.0
1881,Map 1881,rriddle,1.4
1882,Map 1882,rmedina,4.2
1883,Map 1883,wking,4.8
1884,Map 1884,pierceemily,1.1
1885,Map 1885,qcollier,3.5
1886,Map 1886,tarawhite,1.6
1887,Map 1887,lopezbeth,3.9
1888,Map 1888,rebecca95,1.2
1889,Map 1889,kristinrussell,2.6
1890,Map 1890,yallen,4.8
1891,Map 1891,hardyjeffrey,2.1
1892,Map 1892,francisco33,2.2
1893,Map 1893,wilsonfrank,2.1
1894,Map 1894,whitegeorge,3.0
1895,Map 1895,brandon60,4.9
1896,Map 1896,karispence,2.2
1897,Map 1897,bryantjulie,4.7
1898,Map 1898,tina45,3.1
1899,Map 1899,aguilarjonathan,4.6
1900,Map 1900,bakertammy,3.7
1901,Map 1901,terrytaylor,5.0
1902,Map 1902,urobinson,2.3
1903,Map 1903,belltina,4.7
1904,Map 1904,samanthakaiser,3.2
1905,Map 1905,patricia02,3.7
1906,Map 1906,deborah86,2.7
1907,Map 1907,brandon60,2.5
1908,Map 1908,thomaslarson,2.2
1909,Map 1909,fgriffin,4.7
1910,Map 1910,goodwinjohn,4.6
1911,Map 1911,cjohnson,1.5
1912,Map 1912,jacobscody,5.0
1913,Map 1913,careymark,3.1
1914,Map 1914,kelleysean,4.9
1915,Map 1915,brandonsantos,4.4
1916,Map 1916,alyssastanley,1.6
1917,Map 1917,micheal08,1.8
1918,Map 1918,trodriguez,2.4
1919,Map 1919,mollymartinez,2.8
1920,Map 1920,xmartinez,4.6
1921,Map 1921,davisbrian,3.0
1922,Map 1922,shall,2.0
1923,Map 1923,cassidyalexander,3.5
1924,Map 1924,xruiz,3.2
1925,Map 1925,tomstone,3.1
1926,Map 1926,deborah86,1.3
1927,Map 1927,kmejia,2.7
1928,Map 1928,ramirezalexis,4.7
1929,Map 1929,alejandroaguilar,2.4
1930,Map 1930,bfoster,1.0
1931,Map 1931,morandaniel,1.1
1932,Map 1932,iwolfe,2.4
1933,Map 1933,andersonlori,2.9
1934,Map 1934,brandonsantos,1.8
1935,Map 1935,schmidtannette,2.0
1936,Map 1936,danielle90,1.7
1937,Map 1937,yaustin,1.9
1938,Map 1938,ismith,4.4
1939,Map 1939,hernandezterrance,4.8
1940,Map 1940,fwilliams,2.0
1941,Map 1941,jessebrown,1.4
1942,Map 1942,amber42,1.4
1943,Map 1943,terrireyes,3.2
1944,Map 1944,padillajoseph,1.6
1945,Map 1945,baldwinjulie,1.2
1946,Map 1946,lindacruz,2.7
1947,Map 1947,holmesstacy,4.3
1948,Map 1948,stanleykeith,2.2
1949,Map 1949,ebraun,1.5
1950,Map 1950,jessica29,2.2
1951,Map 1951,gonzaleseddie,1.5
1952,Map 1952,keithjones,1.1
1953,Map 1953,mark24,3.3
1954,Map 1954,miguelhutchinson,3.9
1955,Map 1955,morristiffany,4.9
1956,Map 1956,zjenkins,3.3
1957,Map 1957,gibsonjenna,2.1
1958,Map 1958,chadglenn,3.3
1959,Map 1959,samanthasaunders,1.7
1960,Map 1960,gfox,2.6
1961,Map 1961,michellebrown,2.5
1962,Map 1962,bradley61,3.2
1963,Map 1963,gwendolyn48,4.1
1964,Map 1964,johnsontravis,3.3
1965,Map 1965,kiara58,1.2
1966,Map 1966,danielwood,3.5
1967,Map 1967,bradley61,2.8
1968,Map 1968,amber42,2.4
1969,Map 1969,yubecky,1.9
1970,Map 1970,melindamyers,2.3
1971,Map 1971,juliewilliams,4.5
1972,Map 1972,hansenernest,4.6
1973,Map 1973,joelhamilton,4.3
1974,Map 1974,jennifer75,3.7
1975,Map 1975,gbarrett,1.7
1976,Map 1976,meganlong,3.9
1977,Map 1977,nguyentravis,4.1
1978,Map 1978,crystalrussell,1.5
1979,Map 1979,phernandez,4.4
1980,Map 1980,ashley54,2.0
1981,Map 1981,brittanykennedy,1.6
1982,Map 1982,carterzoe,4.7
1983,Map 1983,andersonlori,1.0
1984,Map 1984,amberbrown,1.5
1985,Map 1985,smithapril,3.3
1986,Map 1986,jason66,3.7
1987,Map 1987,zcruz,4.2
1988,Map 1988,hurleyshane,3.6
1989,Map 1989,travishughes,2.0
1990,Map 1990,sarahburton,3.0
1991,Map 1991,littledonna,4.1
1992,Map 1992,ryanschwartz,2.5
1993,Map 1993,jocelynyoung,1.0
1994,Map 1994,johnmartinez,2.3
1995,Map 1995,linda23,3.6
1996,Map 1996,kimberlyfischer,3.5
1997,Map 1997,burgessallen,2.7
1998,Map 1998,nicholasball,5.0
1999,Map 1999,elizabethedwards,2.4
2000,Map 2000,davidsonjennifer,1.9
